year,km_driven,seats,selling_price,mileage_no,engine_no,max_power_no,torque_nm,f_diesel,f_petrol,f_lpg,f_cng,seller_type_individual,seller_type_dealer,seller_type_trusted_dealer,owner_no,transmission_no
2013,56000,5.0,246000,22.1,1248.0,74.0,190.0,1,0,0,0,0,1,0,1,1
2016,7000,8.0,620000,21.04,1461.0,83.8,200.0,1,0,0,0,0,1,0,1,1
2017,46000,7.0,880000,15.4,2179.0,120.0,280.0,1,0,0,0,1,0,0,1,1
2012,80000,5.0,415000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,2,1
2003,120000,7.0,200000,10.5,2179.0,120.0,290.0,1,0,0,0,1,0,0,2,1
2016,110000,5.0,660000,21.19,1396.0,88.73,220.0,1,0,0,0,1,0,0,1,1
2006,102000,5.0,215000,16.1,1298.0,88.2,112.77647499999999,0,1,0,0,1,0,0,3,1
2012,68000,5.0,370000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2009,70000,5.0,180000,14.2,1597.0,92.0,1274.8645,0,1,0,0,1,0,0,2,1
2010,148000,5.0,350000,23.0,1396.0,90.0,219.66895999999997,1,0,0,0,1,0,0,2,1
2017,30000,5.0,720000,17.5,1199.0,88.7,110.0,0,1,0,0,1,0,0,1,1
2019,21000,5.0,290000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
2015,90000,7.0,819999,16.0,2179.0,140.0,330.0,1,0,0,0,1,0,0,1,1
2011,172000,5.0,114999,17.88,1396.0,52.8,85.0,1,0,0,0,1,0,0,2,1
2014,17000,5.0,500000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
2011,90000,5.0,265000,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,4,1
2015,60000,5.0,290000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
2017,50000,5.0,575000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
2012,90000,5.0,170000,25.44,936.0,57.6,150.0,1,0,0,0,1,0,0,1,1
2019,3500,5.0,450000,23.84,1199.0,83.83,114.0,0,1,0,0,1,0,0,1,1
2019,20000,5.0,5150000,22.37,2487.0,214.56,202.0,0,1,0,0,0,1,0,1,2
2017,40300,5.0,340000,23.84,1199.0,84.0,114.0,0,1,0,0,1,0,0,1,1
2011,120000,5.0,150000,23.03,1396.0,69.0,140.0,1,0,0,0,1,0,0,1,1
2017,36000,5.0,351000,23.1,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
2012,120000,5.0,550000,16.8,1497.0,116.3,146.0,0,1,0,0,1,0,0,1,1
2010,100000,5.0,220000,21.1,1248.0,73.9,113.0,1,0,0,0,1,0,0,1,1
2019,10000,5.0,5200000,18.12,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
2018,27654,5.0,698000,28.4,1248.0,74.02,190.0,1,0,0,0,0,1,0,1,2
2017,50000,7.0,750000,24.52,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2011,30000,5.0,250000,20.4,1248.0,91.2,209.0,1,0,0,0,1,0,0,1,1
2017,35000,5.0,830000,21.5,1497.0,108.5,260.0,1,0,0,0,1,0,0,1,1
2009,110000,5.0,140000,15.7,1172.0,67.0,96.0,0,1,0,0,1,0,0,2,1
2009,50000,5.0,229999,19.81,1086.0,68.05,99.04,0,1,0,0,1,0,0,2,1
2011,100000,5.0,300000,20.54,1598.0,103.6,250.0,1,0,0,0,1,0,0,2,1
2017,28000,5.0,860000,17.8,1497.0,117.3,145.0,0,1,0,0,1,0,0,1,1
2010,70000,5.0,200000,20.36,1197.0,78.9,111.8,0,1,0,0,1,0,0,2,1
2016,47000,5.0,600000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2017,25538,5.0,625000,16.78,1496.0,88.73,132.0,0,1,0,0,0,0,1,1,1
2019,2600,5.0,960000,23.0,1498.0,98.96,205.0,1,0,0,0,1,0,0,1,1
2008,80000,5.0,110000,17.8,1086.0,63.0,96.10517,0,1,0,0,1,0,0,3,1
2016,25000,5.0,300000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
2015,110000,7.0,503000,14.1,2179.0,147.94,320.0,1,0,0,0,1,0,0,1,1
2007,90000,4.0,90000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,1,1
2013,59000,5.0,1425000,14.84,2143.0,170.0,400.0,1,0,0,0,0,1,0,1,2
2019,16000,5.0,720000,17.4,1197.0,81.86,117.0,0,1,0,0,1,0,0,1,2
2013,160000,7.0,500000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,1,1
2014,125000,5.0,736000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,1,2
2018,25000,5.0,350000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
2010,120000,5.0,215000,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,3,1
2017,50000,5.0,300000,24.7,796.0,47.3,69.0,0,1,0,0,1,0,0,2,1
2011,49000,5.0,375000,15.04,1598.0,103.6,153.0,0,1,0,0,1,0,0,1,1
2014,60000,5.0,300000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,2,1
2011,80000,5.0,200000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
2013,140000,5.0,316000,21.02,1248.0,88.76,200.0,1,0,0,0,1,0,0,1,1
2019,10000,5.0,500000,19.02,1198.0,67.05,104.0,0,1,0,0,1,0,0,1,1
2003,170000,5.0,58000,17.3,993.0,60.0,78.0,0,1,0,0,1,0,0,3,1
2011,168000,8.0,550000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,2,1
2011,50000,7.0,145000,15.37,1196.0,73.0,101.0,0,1,0,0,1,0,0,2,1
2013,120000,5.0,300000,18.0,1198.0,86.7,109.0,0,1,0,0,1,0,0,2,1
2019,9000,5.0,890000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2011,120000,5.0,215000,20.0,1399.0,68.0,160.0,1,0,0,0,1,0,0,1,1
2013,68697,5.0,200000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,3,1
2017,35000,5.0,570000,21.4,1197.0,83.1,115.0,0,1,0,0,1,0,0,1,1
2019,7500,5.0,5400000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
2016,68609,5.0,515000,22.7,1498.0,89.84,204.0,1,0,0,0,0,1,0,1,1
2015,100000,5.0,250000,27.62,793.0,47.0,125.0,1,0,0,0,1,0,0,2,1
2017,20000,5.0,430000,20.51,998.0,67.0,90.0,0,1,0,0,1,0,0,1,2
2011,134000,5.0,325000,22.07,1199.0,73.9,180.0,1,0,0,0,1,0,0,2,1
2000,60000,5.0,100000,18.5,796.0,53.0,71.0,0,1,0,0,1,0,0,1,1
2017,45000,5.0,3200000,19.33,1999.0,177.0,430.0,1,0,0,0,0,1,0,1,2
2016,50000,5.0,245000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2014,70000,5.0,300000,23.95,998.0,67.05,90.0,0,1,0,0,1,0,0,1,1
2008,100000,5.0,250000,15.2,1193.0,65.0,104.93115499999999,0,1,0,0,1,0,0,1,1
2017,47000,5.0,5850000,13.5,2987.0,282.0,490.0,1,0,0,0,0,1,0,1,2
2017,15000,5.0,625000,21.4,1197.0,83.1,115.0,0,1,0,0,1,0,0,1,1
2008,120000,5.0,140000,19.09,1396.0,69.0,135.0,1,0,0,0,1,0,0,2,1
2018,38817,5.0,740000,27.39,1248.0,74.0,190.0,1,0,0,0,0,1,0,1,1
2015,33243,5.0,585000,21.4,1197.0,83.1,115.0,0,1,0,0,0,1,0,1,1
2018,18000,5.0,2550000,15.04,1991.0,183.0,300.0,0,1,0,0,0,1,0,1,2
2017,45000,5.0,1800000,16.3,1956.0,170.0,350.0,1,0,0,0,1,0,0,1,1
2018,14200,5.0,550000,18.16,1196.0,86.8,112.0,0,1,0,0,1,0,0,1,1
2015,30000,5.0,495000,18.6,1197.0,81.83,114.7,0,1,0,0,0,1,0,1,1
2016,42323,5.0,651000,21.19,1396.0,88.76,219.66,1,0,0,0,0,1,0,1,1
2015,63063,5.0,465000,18.9,1197.0,82.0,114.0,0,1,0,0,0,1,0,1,2
2010,80000,5.0,275000,19.81,1086.0,68.05,99.04,0,1,0,0,1,0,0,1,1
2013,149000,5.0,475000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2018,23000,5.0,550000,20.3,1199.0,84.0,114.0,0,1,0,0,1,0,0,1,1
2015,70000,7.0,650000,20.77,1248.0,88.76,200.0,1,0,0,0,1,0,0,1,1
2017,47747,5.0,810000,28.09,1248.0,88.5,200.0,1,0,0,0,0,1,0,1,1
2017,23511,5.0,625000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
2017,60000,5.0,408000,18.16,1196.0,86.8,112.0,0,1,0,0,1,0,0,1,1
2017,16500,5.0,325000,23.01,999.0,67.0,91.0,0,1,0,0,1,0,0,2,1
2012,82000,5.0,495000,17.3,1998.0,163.7,380.0,1,0,0,0,1,0,0,3,1
2008,120000,8.0,370000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,2,1
2015,50000,5.0,610000,21.19,1396.0,88.73,219.66,1,0,0,0,1,0,0,2,1
2019,3177,5.0,700000,18.5,1194.0,94.93,119.0,0,1,0,0,0,1,0,1,1
2014,40000,5.0,250000,19.0,998.0,66.1,90.0,0,1,0,0,1,0,0,1,1
2012,74000,5.0,350000,22.07,1199.0,73.9,180.0,1,0,0,0,1,0,0,2,1
2011,50000,7.0,409999,13.6,2523.0,63.0,180.0,1,0,0,0,1,0,0,2,1
2016,56494,5.0,550000,18.2,1199.0,88.7,110.0,0,1,0,0,0,0,1,1,1
2017,25538,5.0,625000,16.78,1496.0,88.73,132.0,0,1,0,0,0,0,1,1,1
2007,70000,5.0,150000,18.2,1061.0,64.0,84.0,0,1,0,0,1,0,0,3,1
2015,35000,5.0,800000,20.45,1461.0,83.8,200.0,1,0,0,0,1,0,0,1,1
2012,120000,5.0,500000,21.8,1461.0,78.0,240.0,1,0,0,0,1,0,0,2,1
2017,5000,6.0,325000,18.15,1198.0,82.0,115.0,0,1,0,0,1,0,0,2,1
2011,80000,5.0,152000,17.0,1405.0,71.0,135.0,1,0,0,0,1,0,0,1,1
2017,40000,7.0,725000,18.49,1493.0,100.0,240.0,1,0,0,0,0,1,0,1,1
2012,31000,5.0,260000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
2010,120000,5.0,300000,14.3,1798.0,160.0,250.0,0,1,0,0,1,0,0,2,1
2017,40000,5.0,254000,24.7,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2012,76000,4.0,150000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,1,1
2013,190000,5.0,430000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2016,100000,7.0,650000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,1,1
2017,60000,5.0,515000,25.8,1498.0,98.6,200.0,1,0,0,0,1,0,0,2,1
2012,52000,5.0,350000,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,3,1
2016,70000,5.0,630000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2012,148000,9.0,430000,12.05,2179.0,120.0,290.0,1,0,0,0,1,0,0,2,1
2012,90000,5.0,416000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2015,30000,7.0,1850000,12.55,2982.0,168.5,360.0,1,0,0,0,1,0,0,2,2
2020,40000,5.0,500000,17.57,1193.0,88.7,140.0,0,1,0,0,1,0,0,1,1
2013,90000,5.0,200000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2004,80000,4.0,81000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,2,1
2015,120000,9.0,650000,15.96,2523.0,63.0,180.0,1,0,0,0,1,0,0,1,1
2016,30000,7.0,1250000,15.4,2179.0,120.0,280.0,1,0,0,0,1,0,0,1,1
2014,110000,5.0,509999,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2013,60000,5.0,459999,21.27,1396.0,88.76,219.6,1,0,0,0,1,0,0,2,1
2014,91000,5.0,451000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
2017,37000,5.0,1100000,19.67,1582.0,126.2,259.9,1,0,0,0,1,0,0,1,1
2013,150000,5.0,250000,20.86,1199.0,75.0,180.0,1,0,0,0,1,0,0,2,1
2013,70000,5.0,200000,22.1,1248.0,76.9,205.0,1,0,0,0,1,0,0,1,1
2013,80000,7.0,525000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,2,1
2013,90000,5.0,211000,26.6,998.0,58.16,77.0,0,0,0,1,1,0,0,1,1
2014,68000,5.0,650000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2017,50000,5.0,455000,24.0,1186.0,73.97,190.24,1,0,0,0,1,0,0,1,1
2018,25000,6.0,875000,16.55,2498.0,105.0,247.0,1,0,0,0,1,0,0,1,1
2014,90000,5.0,400000,18.9,1197.0,82.0,114.0,0,1,0,0,1,0,0,2,1
2019,7032,5.0,779000,19.0,1199.0,88.76,110.0,0,1,0,0,0,0,1,1,2
2016,56494,5.0,550000,18.2,1199.0,88.7,110.0,0,1,0,0,0,0,1,1,1
2018,40000,7.0,1530000,16.0,2179.0,138.0,330.0,1,0,0,0,1,0,0,1,1
2019,7032,5.0,779000,19.0,1199.0,88.76,110.0,0,1,0,0,0,0,1,1,2
2004,220000,4.0,70000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,2,1
2018,40000,5.0,650000,20.14,1498.0,88.0,230.0,1,0,0,0,0,1,0,1,1
2015,35000,5.0,540000,17.7,1497.0,113.42,144.15,0,1,0,0,0,1,0,2,1
2016,53000,5.0,575000,22.54,1396.0,88.73,219.7,1,0,0,0,0,1,0,1,1
2018,35000,5.0,750000,27.39,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2006,201000,5.0,55000,17.8,1399.0,68.0,159.848395,1,0,0,0,1,0,0,1,1
2015,56975,7.0,1147000,16.0,2179.0,140.0,330.0,1,0,0,0,1,0,0,1,1
2014,64000,5.0,350000,20.36,1197.0,78.9,111.8,0,1,0,0,1,0,0,1,1
2013,100000,5.0,450000,15.74,1591.0,121.3,154.9,0,1,0,0,1,0,0,2,2
2015,120000,7.0,670000,24.2,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
2014,40000,5.0,550000,17.43,1396.0,105.5,135.3,0,1,0,0,1,0,0,1,1
2014,90000,5.0,400000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2013,150000,5.0,470000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2012,65000,5.0,190000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
2005,100000,5.0,90000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,4,1
2016,190000,5.0,791000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2016,23700,5.0,470000,20.4,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
2012,120000,7.0,750000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,2,1
2004,80000,5.0,120000,17.3,993.0,60.0,78.0,0,1,0,0,1,0,0,2,1
2011,80000,4.0,70000,26.0,624.0,35.0,48.0,0,1,0,0,1,0,0,1,1
2013,120000,5.0,300000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,4,1
2011,96000,5.0,450000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,4,1
2017,40000,5.0,850000,17.4,1497.0,117.6,145.0,0,1,0,0,1,0,0,1,1
2008,70000,5.0,215000,20.36,1197.0,78.9,111.8,0,1,0,0,1,0,0,2,1
2008,80000,5.0,190000,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,2,1
2013,146000,7.0,450000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,2,1
2016,60000,5.0,305000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,2,1
2013,188000,5.0,400000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2018,70000,5.0,710000,24.0,1186.0,73.97,190.24,1,0,0,0,1,0,0,1,1
2015,32000,5.0,459999,25.83,1498.0,99.0,215.0,1,0,0,0,1,0,0,2,1
2012,110000,5.0,158000,19.09,1396.0,69.0,135.0,1,0,0,0,1,0,0,2,1
2016,56494,5.0,550000,18.2,1199.0,88.7,110.0,0,1,0,0,0,0,1,1,1
2015,40000,7.0,610000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,2,1
2017,13500,5.0,680000,17.0,1497.0,121.36,150.0,0,1,0,0,1,0,0,1,1
2017,25538,5.0,625000,16.78,1496.0,88.73,132.0,0,1,0,0,0,0,1,1,1
2016,30000,5.0,270000,23.01,999.0,67.0,91.0,0,1,0,0,1,0,0,3,1
2014,120000,5.0,500000,20.45,1461.0,83.8,200.0,1,0,0,0,1,0,0,1,1
2008,100000,5.0,290000,17.8,1248.0,75.0,190.0,1,0,0,0,1,0,0,2,1
2013,90000,5.0,250000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,2,1
2015,110000,5.0,240000,19.1,1405.0,70.0,135.4,1,0,0,0,1,0,0,2,1
2018,8000,5.0,1025000,21.5,1497.0,108.5,260.0,1,0,0,0,0,1,0,1,2
2016,68089,5.0,2000000,19.16,2494.0,157.7,213.0,0,1,0,0,0,0,1,1,2
2017,90000,5.0,750000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2012,82000,5.0,495000,17.3,1998.0,163.7,380.0,1,0,0,0,1,0,0,3,1
2018,7000,5.0,490000,20.3,1086.0,68.0,99.0,0,1,0,0,1,0,0,1,1
2011,90000,7.0,250000,13.55,2179.0,118.35,250.0,1,0,0,0,1,0,0,2,1
2012,104500,5.0,200000,20.0,1399.0,68.0,160.0,1,0,0,0,1,0,0,2,1
2012,80000,7.0,250000,15.3,2956.0,83.8,250.0,1,0,0,0,1,0,0,4,1
2010,110000,5.0,200000,17.0,1405.0,71.0,135.0,1,0,0,0,1,0,0,1,1
2010,80000,5.0,220000,16.2,1493.0,110.0,235.3596,1,0,0,0,1,0,0,2,1
2004,25000,5.0,100000,14.2,1597.0,92.0,1274.8645,0,1,0,0,1,0,0,3,1
2012,69000,5.0,285000,17.5,1298.0,85.8,114.0,0,1,0,0,1,0,0,1,1
2010,80000,5.0,254999,17.0,1197.0,80.0,111.79581,0,1,0,0,1,0,0,4,1
2016,70000,7.0,741000,15.4,1997.0,120.0,280.0,1,0,0,0,1,0,0,1,1
2015,68000,7.0,900000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,1,1
2018,20000,5.0,980000,21.5,1497.0,108.5,260.0,1,0,0,0,1,0,0,1,1
2011,81500,5.0,1350000,14.84,2143.0,167.62,400.0,1,0,0,0,1,0,0,2,2
2014,120000,5.0,430999,23.59,1364.0,67.04,170.0,1,0,0,0,1,0,0,1,1
2011,70000,9.0,550000,12.05,2179.0,120.0,290.0,1,0,0,0,1,0,0,2,1
2015,15000,5.0,241000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2019,20000,5.0,5150000,22.37,2487.0,214.56,202.0,0,1,0,0,0,1,0,1,2
2018,7800,5.0,475000,20.3,1086.0,68.0,99.0,0,1,0,0,1,0,0,1,1
2014,48000,5.0,570000,21.7,1498.0,98.96,215.0,1,0,0,0,1,0,0,1,1
2015,63000,5.0,525000,27.3,1498.0,98.6,200.0,1,0,0,0,0,1,0,1,1
2019,15000,5.0,650000,22.0,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,2
2019,35000,5.0,900000,23.0,1498.0,98.96,205.0,1,0,0,0,1,0,0,1,1
2015,100000,7.0,650000,20.77,1248.0,88.76,200.0,1,0,0,0,1,0,0,1,1
2004,110000,5.0,90000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,3,1
2015,71717,5.0,300000,19.34,1198.0,76.0,104.0,0,1,0,0,1,0,0,2,2
2016,80000,5.0,600000,26.59,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2018,35000,5.0,825000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2007,90000,5.0,100000,23.57,1396.0,70.0,140.0,1,0,0,0,1,0,0,3,1
2018,35000,5.0,450000,20.3,1199.0,84.0,114.0,0,1,0,0,1,0,0,1,1
2011,56389,5.0,262000,20.36,1197.0,78.9,111.7,0,1,0,0,0,1,0,1,1
2016,91182,7.0,700000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,1,1
2012,108000,5.0,415000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2016,45217,5.0,400000,25.83,1498.0,99.0,215.0,1,0,0,0,0,1,0,1,1
2017,40000,5.0,450000,24.04,999.0,67.0,91.0,0,1,0,0,1,0,0,1,2
2016,110000,5.0,360000,23.0,1248.0,88.7,200.0,1,0,0,0,1,0,0,1,1
2015,110000,7.0,503000,14.1,2179.0,147.94,320.0,1,0,0,0,1,0,0,1,1
2017,9000,5.0,2711000,13.6,1999.0,177.0,430.0,1,0,0,0,0,1,0,1,2
2008,110000,8.0,400000,12.7,2609.0,116.6,277.528195,1,0,0,0,1,0,0,1,1
2013,160000,7.0,305000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,1,1
2013,100000,5.0,140000,19.09,1396.0,69.0,135.0,1,0,0,0,1,0,0,1,1
2012,120000,5.0,420000,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,2,1
2011,80000,5.0,240000,15.6,1196.0,70.0,102.0,0,1,0,0,1,0,0,2,1
2013,108800,5.0,450000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,3,1
2011,80000,7.0,450000,11.57,2179.0,138.1,320.0,1,0,0,0,1,0,0,3,1
2016,46737,5.0,320000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2015,48000,5.0,1300000,19.67,1582.0,126.2,259.9,1,0,0,0,1,0,0,2,1
2011,90000,5.0,220000,19.0,998.0,66.1,90.0,0,1,0,0,1,0,0,2,1
2007,57000,5.0,135000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,1,1
2019,3000,5.0,760000,21.01,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
2017,20000,5.0,350000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,2,1
2012,120000,5.0,287000,21.12,1248.0,88.8,200.0,1,0,0,0,1,0,0,1,1
2012,120000,7.0,400000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,1,1
2003,120000,5.0,85000,20.8,1527.0,58.0,789.0,1,0,0,0,1,0,0,3,1
2009,170000,7.0,300000,13.6,2523.0,63.0,180.0,1,0,0,0,1,0,0,3,1
2013,70000,5.0,229999,20.0,1399.0,68.1,160.0,1,0,0,0,1,0,0,1,1
2013,90000,9.0,600000,13.58,2499.0,72.4,171.0,1,0,0,0,1,0,0,1,1
2016,80000,7.0,950000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,1,1
2013,140000,7.0,450000,16.02,1373.0,93.7,130.0,0,1,0,0,1,0,0,1,1
2013,70000,8.0,600000,14.0,2523.0,75.0,200.0,1,0,0,0,1,0,0,3,1
2016,56494,5.0,550000,18.2,1199.0,88.7,110.0,0,1,0,0,0,0,1,1,1
2017,60000,5.0,669000,28.4,1248.0,74.02,190.0,1,0,0,0,1,0,0,1,1
2019,8500,5.0,5500000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
2014,121000,7.0,700000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,3,1
2008,120000,5.0,170000,17.8,1248.0,75.0,190.0,1,0,0,0,1,0,0,3,1
2012,70000,5.0,280000,18.6,1197.0,85.8,114.0,0,1,0,0,1,0,0,2,1
2013,79328,7.0,750000,12.99,2494.0,100.6,200.0,1,0,0,0,0,0,1,2,1
2018,80000,5.0,775000,22.95,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2012,150000,5.0,300000,20.54,1598.0,103.6,250.0,1,0,0,0,1,0,0,2,1
2017,15000,5.0,700000,17.5,1199.0,88.7,110.0,0,1,0,0,1,0,0,1,1
2010,91500,5.0,150000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,1,1
2017,10000,5.0,290000,23.95,998.0,67.05,90.0,0,1,0,0,1,0,0,2,1
2018,114000,7.0,650000,14.95,2489.0,93.7,218.0,1,0,0,0,1,0,0,1,1
2018,50000,5.0,500000,24.7,1047.0,69.0,140.0,1,0,0,0,1,0,0,1,1
2016,54000,7.0,975000,16.0,1997.0,140.0,320.0,1,0,0,0,1,0,0,1,2
2016,60000,5.0,2950000,21.76,1995.0,188.0,400.0,1,0,0,0,0,1,0,1,2
2019,8500,5.0,5500000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
2018,20000,5.0,655000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
2017,56000,5.0,495000,25.83,1498.0,99.0,215.0,1,0,0,0,1,0,0,1,1
2017,35000,7.0,1251000,17.6,2179.0,153.86,400.0,1,0,0,0,1,0,0,1,1
2015,30000,5.0,484999,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2015,80000,5.0,525000,23.59,1364.0,67.05,170.0,1,0,0,0,1,0,0,2,1
2015,39000,7.0,1700000,13.5,2477.0,175.56,400.0,1,0,0,0,1,0,0,1,1
2011,40000,5.0,155000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,1,1
2016,30000,5.0,350000,23.84,1199.0,84.0,114.0,0,1,0,0,1,0,0,1,1
2018,46000,5.0,2950000,15.8,2148.0,170.0,411.8793,1,0,0,0,0,1,0,1,1
2008,55000,5.0,114999,13.9,1599.0,103.2,146.11908499999998,0,1,0,0,1,0,0,2,1
2017,39000,5.0,885000,25.5,1498.0,98.6,200.0,1,0,0,0,0,1,0,1,1
2018,38426,5.0,620000,17.19,1197.0,81.86,114.73,0,1,0,0,1,0,0,1,1
2014,55000,7.0,575000,14.0,2179.0,138.1,320.0,1,0,0,0,1,0,0,1,1
2012,90000,5.0,170000,20.92,998.0,67.1,90.0,0,1,0,0,1,0,0,3,1
2008,120000,9.0,150000,12.2,1948.0,68.0,1127.7647499999998,1,0,0,0,1,0,0,1,1
2018,31800,5.0,3975000,17.01,1968.0,188.0,400.0,1,0,0,0,0,1,0,1,2
2016,35000,5.0,310000,26.6,998.0,58.16,77.0,0,0,0,1,1,0,0,2,1
2008,60000,5.0,175000,17.8,1248.0,75.0,190.0,1,0,0,0,1,0,0,2,1
2018,20000,5.0,400000,23.84,1199.0,84.0,114.0,0,1,0,0,1,0,0,1,1
2012,13000,5.0,220000,20.92,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
2018,25000,5.0,390000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,2,1
2011,120000,5.0,242000,21.5,1248.0,88.8,200.0,1,0,0,0,1,0,0,1,1
2019,8500,5.0,5500000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
2018,22000,5.0,285000,24.7,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2013,49500,5.0,198000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,2,1
2007,110000,5.0,120000,15.3,1341.0,83.0,115.0,0,1,0,0,1,0,0,2,1
1999,100000,5.0,45000,17.3,993.0,60.0,78.0,0,1,0,0,1,0,0,3,1
2011,5000,7.0,310000,13.6,2523.0,63.0,180.0,1,0,0,0,1,0,0,1,1
2008,55000,5.0,114999,13.9,1599.0,103.2,146.11908499999998,0,1,0,0,1,0,0,2,1
