,year,km_driven,seats,selling_price,mileage_no,engine_no,max_power_no,torque_nm,f_diesel,f_petrol,f_lpg,f_cng,seller_type_individual,seller_type_dealer,seller_type_trusted_dealer,owner_no,transmission_no
3584,2011,250000,7.0,550000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,2,1
7289,2014,74321,5.0,190000,25.44,936.0,56.3,142.5,1,0,0,0,0,1,0,1,1
5262,2017,52000,5.0,1650000,12.0,2354.0,187.4,226.0,0,1,0,0,0,1,0,1,2
5645,2017,155000,5.0,385000,25.0,1396.0,69.01,140.0,1,0,0,0,1,0,0,1,1
3376,2013,60000,5.0,200000,25.44,936.0,57.6,150.0,1,0,0,0,1,0,0,2,1
1256,2009,40000,5.0,340000,23.0,1396.0,90.0,219.66895999999997,1,0,0,0,1,0,0,1,1
6190,2015,50000,5.0,635000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
3512,2014,40000,5.0,325000,19.4,1198.0,86.8,109.0,0,1,0,0,1,0,0,3,1
5651,2012,120000,5.0,140000,21.03,1461.0,65.0,160.0,1,0,0,0,1,0,0,2,1
5778,2018,15000,5.0,585000,17.8,1198.0,86.7,109.0,0,1,0,0,1,0,0,1,1
1250,2018,35000,5.0,833000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,2
5795,2013,90000,5.0,600000,17.2,1968.0,138.1,320.0,1,0,0,0,1,0,0,1,2
5348,2017,127991,5.0,675000,25.5,1498.0,98.6,200.0,1,0,0,0,0,1,0,1,1
7801,2010,61000,5.0,265000,20.4,1248.0,91.7,209.0,1,0,0,0,0,1,0,2,1
4298,2014,60000,7.0,750000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,2,1
3284,2019,10000,5.0,640000,18.9,1197.0,81.86,113.75,0,1,0,0,1,0,0,1,1
2933,2014,50000,8.0,350000,18.2,1248.0,73.8,172.5,1,0,0,0,1,0,0,4,1
4175,2006,90000,8.0,350000,12.7,2609.0,116.6,277.528195,1,0,0,0,1,0,0,1,1
5268,2018,25000,5.0,750000,28.09,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
4910,2012,88000,5.0,300000,17.5,1298.0,85.8,114.0,0,1,0,0,1,0,0,1,1
1852,2003,35000,4.0,45000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,4,1
6316,2014,90000,7.0,750000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,1,1
6815,2019,20000,5.0,500000,19.44,999.0,75.0,95.0,0,1,0,0,1,0,0,1,1
8126,2013,25000,5.0,290000,23.57,1396.0,70.0,140.0,1,0,0,0,1,0,0,1,1
7900,2010,70000,5.0,200000,21.1,1248.0,73.9,190.0,1,0,0,0,1,0,0,2,1
133,2017,45000,5.0,3200000,19.33,1999.0,177.0,430.0,1,0,0,0,0,1,0,1,2
5236,2008,70000,5.0,120000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,3,1
5029,2008,100000,5.0,150000,15.0,1586.0,104.68,1421.96425,0,1,0,0,1,0,0,4,1
928,2015,160000,5.0,750000,25.1,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
823,2016,60000,5.0,660000,21.4,1197.0,83.1,115.0,0,1,0,0,1,0,0,1,1
7384,2016,35000,5.0,240000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,2,1
1531,2019,4500,5.0,700000,19.5,1199.0,88.76,110.0,0,1,0,0,1,0,0,1,1
1214,2014,72000,5.0,320000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
504,2017,90000,5.0,450000,23.84,1199.0,84.0,114.0,0,1,0,0,1,0,0,1,1
4285,1998,100000,4.0,70000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,2,1
6491,2013,142000,5.0,240000,23.2,1248.0,73.94,190.0,1,0,0,0,1,0,0,2,1
1996,2019,2000,5.0,635000,16.2,1199.0,74.0,110.0,0,1,0,0,0,1,0,1,1
6530,2018,25000,5.0,700000,17.4,1197.0,81.86,114.73,0,1,0,0,1,0,0,2,2
3072,2016,13500,5.0,470000,18.9,1197.0,82.0,114.0,0,1,0,0,1,0,0,1,1
1958,2017,28000,5.0,860000,17.8,1497.0,117.3,145.0,0,1,0,0,1,0,0,1,1
1384,2012,56000,5.0,270000,20.36,1197.0,78.9,111.7,0,1,0,0,1,0,0,1,1
894,2010,120000,7.0,421000,13.6,2523.0,63.0,180.0,1,0,0,0,1,0,0,2,1
4924,2011,140000,5.0,400000,13.5,2179.0,115.0,277.5,1,0,0,0,1,0,0,2,1
455,2012,120000,5.0,525000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
6619,2015,60000,5.0,525000,27.3,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
5779,2013,120000,5.0,172000,16.36,1495.0,93.7,124.6,0,1,0,0,1,0,0,1,1
7879,2014,60175,5.0,300000,18.2,1199.0,82.5,108.5,0,1,0,0,1,0,0,1,1
3709,2017,70000,4.0,66000,23.9,624.0,37.48,51.0,0,1,0,0,1,0,0,3,1
7497,2010,110000,5.0,275000,20.4,1248.0,91.7,209.0,1,0,0,0,1,0,0,3,1
4849,2016,100000,5.0,850000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
4748,2019,30000,5.0,700000,28.4,1248.0,74.02,190.0,1,0,0,0,1,0,0,1,1
4268,2017,56290,5.0,450000,24.0,1186.0,73.97,190.24,1,0,0,0,0,1,0,1,1
3522,2013,58343,5.0,225000,21.79,998.0,67.05,90.0,0,1,0,0,0,0,1,1,1
4134,2017,100000,7.0,620000,16.5,1493.0,70.0,195.0,1,0,0,0,1,0,0,1,1
3602,2018,10000,7.0,1050000,25.47,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
7937,2018,50000,5.0,760000,27.39,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
713,2019,10000,5.0,600000,18.6,1197.0,81.86,117.0,0,1,0,0,1,0,0,1,1
4186,2016,34000,5.0,300000,23.01,999.0,67.0,91.0,0,1,0,0,1,0,0,1,1
2214,2017,35000,5.0,295000,24.7,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
5301,2016,50000,5.0,482000,20.4,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
2923,2012,101903,8.0,560000,12.05,2179.0,120.0,290.0,1,0,0,0,1,0,0,2,1
7363,2017,18300,5.0,890000,17.8,1497.0,117.3,145.0,0,1,0,0,1,0,0,1,1
1810,2012,1500000,7.0,500000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,1,1
3486,2007,2360457,5.0,550000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,2,1
3141,2016,110000,7.0,509999,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,1,1
1827,2011,93468,7.0,975000,11.4,2953.0,153.86,380.0,1,0,0,0,1,0,0,2,2
1155,2018,50000,5.0,550000,24.0,1186.0,73.97,190.24,1,0,0,0,1,0,0,1,1
1324,2017,90000,5.0,330000,15.37,1196.0,73.0,101.0,0,1,0,0,1,0,0,1,1
4312,2015,50000,5.0,625000,26.59,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
510,2018,15000,5.0,755000,28.4,1248.0,74.02,190.0,1,0,0,0,1,0,0,1,1
1680,2014,25000,5.0,350000,18.5,1197.0,85.8,114.0,0,1,0,0,1,0,0,1,1
499,2007,90000,5.0,350000,12.9,1799.0,130.0,172.0,0,1,0,0,1,0,0,1,2
7370,2017,36000,8.0,1789999,13.68,2393.0,147.8,343.0,1,0,0,0,0,1,0,1,1
1856,2019,1303,5.0,690000,17.8,1198.0,86.7,109.0,0,1,0,0,0,1,0,1,1
1388,2017,5000,5.0,600000,20.14,1197.0,81.86,113.75,0,1,0,0,1,0,0,1,1
5615,2019,20000,5.0,5150000,22.37,2487.0,214.56,202.0,0,1,0,0,0,1,0,1,2
3719,2012,110000,5.0,190000,15.37,1196.0,73.0,101.0,0,1,0,0,1,0,0,1,1
5541,2009,50000,5.0,125000,18.9,1061.0,67.0,84.0,0,1,0,0,1,0,0,2,1
3236,2018,31800,5.0,3975000,17.01,1968.0,188.0,400.0,1,0,0,0,0,1,0,1,2
6172,2013,58343,5.0,225000,21.79,998.0,67.05,90.0,0,1,0,0,0,0,1,1,1
1540,2018,49000,7.0,2900000,12.9,2755.0,174.5,450.0,1,0,0,0,1,0,0,1,2
1217,2013,30000,4.0,80000,25.4,624.0,37.48,51.0,0,1,0,0,1,0,0,1,1
2681,2018,2000,5.0,2475000,16.8,1984.0,150.0,350.0,1,0,0,0,0,1,0,1,2
7941,2019,5000,5.0,500000,23.84,1199.0,84.0,114.0,0,1,0,0,1,0,0,1,1
2993,2017,95000,9.0,580000,15.96,2523.0,63.0,180.0,1,0,0,0,1,0,0,1,1
5512,2017,43000,5.0,750000,22.54,1396.0,88.73,219.7,1,0,0,0,0,1,0,1,1
6313,2016,23400,5.0,310000,23.95,998.0,67.1,90.0,0,1,0,0,1,0,0,2,1
1191,2016,80000,9.0,550000,15.96,2523.0,63.0,180.0,1,0,0,0,1,0,0,2,1
5772,2014,76000,5.0,450000,25.8,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
5293,2013,40000,5.0,300000,20.36,1197.0,78.9,111.8,0,1,0,0,1,0,0,1,1
1542,2015,26000,5.0,650000,20.73,1373.0,91.1,130.0,0,1,0,0,1,0,0,1,1
3301,2016,49600,6.0,350000,25.32,1198.0,77.0,190.0,1,0,0,0,1,0,0,2,1
3324,2009,120000,5.0,90000,17.88,1396.0,52.8,85.0,1,0,0,0,1,0,0,2,1
7056,2015,150000,7.0,650000,15.4,1997.0,120.0,280.0,1,0,0,0,1,0,0,1,1
2539,2018,15000,7.0,1050000,16.0,2179.0,140.0,330.0,1,0,0,0,1,0,0,1,1
953,2016,50000,5.0,535000,19.87,1461.0,83.8,200.0,1,0,0,0,1,0,0,1,1
7241,2011,77000,5.0,320000,22.07,1199.0,73.9,180.0,1,0,0,0,1,0,0,2,1
7176,2017,60000,7.0,1445000,17.6,2179.0,153.86,400.0,1,0,0,0,1,0,0,1,2
6731,2017,54000,5.0,850000,22.54,1396.0,88.73,219.7,1,0,0,0,1,0,0,1,1
4846,2016,45000,5.0,240000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,2,1
6801,2010,175000,5.0,200000,19.09,1396.0,69.0,135.0,1,0,0,0,1,0,0,1,1
4330,2019,5621,5.0,650000,22.0,1197.0,81.8,113.0,0,1,0,0,0,0,1,1,2
732,2019,6000,5.0,700000,19.0,1194.0,94.68,120.0,0,1,0,0,1,0,0,1,1
8116,2017,45000,5.0,340000,23.95,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
7330,2018,29899,5.0,1290000,22.15,1498.0,108.6,250.0,1,0,0,0,0,1,0,1,2
1156,2010,185000,7.0,270000,14.8,2499.0,80.0,186.32635,1,0,0,0,1,0,0,1,1
7525,2013,155000,5.0,325000,20.54,1598.0,103.6,250.0,1,0,0,0,1,0,0,2,1
3294,2010,124316,5.0,185000,20.0,1399.0,68.0,160.0,1,0,0,0,0,1,0,2,1
6541,2014,132000,5.0,500000,22.7,1498.0,89.84,204.0,1,0,0,0,0,1,0,2,1
2982,2016,59300,5.0,240000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
5305,2009,35000,5.0,280000,17.5,1298.0,85.8,114.0,0,1,0,0,1,0,0,1,1
5161,2014,60000,5.0,500000,23.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2156,2018,15000,5.0,610000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
1062,2011,90000,4.0,440000,18.1,1991.0,147.9,327.0,1,0,0,0,1,0,0,2,2
2616,2007,50000,5.0,90000,17.88,1396.0,52.8,85.0,1,0,0,0,1,0,0,1,1
1167,2012,25000,5.0,350000,21.03,1461.0,65.0,160.0,1,0,0,0,1,0,0,1,1
3222,2016,19000,5.0,280000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
5588,2017,40000,5.0,290000,25.0,1396.0,69.0,140.0,1,0,0,0,1,0,0,1,1
2938,2020,5000,7.0,7200000,13.38,2993.0,265.0,620.0,1,0,0,0,1,0,0,1,2
7091,2015,93000,5.0,540000,20.85,1197.0,83.14,115.0,0,1,0,0,1,0,0,2,1
7192,2013,108916,5.0,240000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,2,1
4491,2003,200000,5.0,108000,13.1,1493.0,82.0,187.0,1,0,0,0,1,0,0,2,1
7266,2011,50000,5.0,153000,23.57,1396.0,70.0,140.0,1,0,0,0,1,0,0,2,1
3140,2015,50000,5.0,350000,20.63,1198.0,67.0,104.0,0,1,0,0,1,0,0,1,1
4980,2007,60000,5.0,128000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,2,1
143,2017,41000,5.0,795000,18.0,1497.0,117.6,145.0,0,1,0,0,0,1,0,1,2
8049,2016,15000,5.0,526000,18.7,1199.0,88.7,110.0,0,1,0,0,0,1,0,1,1
3577,2014,100000,8.0,280000,14.0,2489.0,95.0,220.0,1,0,0,0,1,0,0,1,1
4946,2012,26000,5.0,376000,19.4,1198.0,86.8,109.0,0,1,0,0,1,0,0,1,1
2782,2012,50000,8.0,700000,12.2,2498.0,112.0,260.0,1,0,0,0,1,0,0,1,1
717,2017,30000,5.0,385000,20.63,1198.0,67.06,104.0,0,1,0,0,1,0,0,1,1
1819,2017,38000,5.0,325000,23.01,999.0,67.0,91.0,0,1,0,0,1,0,0,1,1
2502,2018,40000,5.0,600000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
4360,2005,140000,5.0,130000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,2,1
4171,2015,70000,5.0,400000,18.9,1197.0,82.0,114.0,0,1,0,0,1,0,0,2,2
6588,2019,8500,5.0,5500000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
395,2012,100000,5.0,300000,21.5,1248.0,88.8,200.0,1,0,0,0,1,0,0,2,1
5731,2016,86000,5.0,750000,26.0,1498.0,98.6,200.0,1,0,0,0,1,0,0,3,1
6320,1998,70000,4.0,40000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,2,1
7186,2016,30000,7.0,700000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,1,1
7847,2019,10000,5.0,600000,21.21,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,2
4492,2015,190000,7.0,1030000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,1,1
1365,2018,8576,5.0,680000,18.7,1199.0,88.7,110.0,0,1,0,0,0,1,0,1,1
7406,2013,100000,5.0,445000,25.8,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
5999,2010,148000,5.0,135000,19.09,1396.0,69.0,135.0,1,0,0,0,1,0,0,2,1
595,2015,94385,8.0,1350000,12.99,2494.0,100.6,200.0,1,0,0,0,0,1,0,1,1
6205,2014,70000,5.0,210000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
3952,2013,85000,5.0,315000,23.08,1461.0,63.12,160.0,1,0,0,0,1,0,0,1,1
5392,2014,46000,5.0,415000,21.63,998.0,67.04,90.0,0,1,0,0,0,1,0,1,1
5917,2014,120000,7.0,320000,14.95,2489.0,93.7,218.0,1,0,0,0,1,0,0,1,1
4968,2014,40000,5.0,254999,20.92,998.0,67.1,90.0,0,1,0,0,1,0,0,2,1
2914,2014,54000,5.0,484999,23.0,1498.0,98.96,205.0,1,0,0,0,0,1,0,1,1
8001,2011,80000,5.0,240000,16.6,1388.0,68.0,159.848395,0,1,0,0,1,0,0,2,1
2326,2016,70000,5.0,350000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
5644,2019,35000,5.0,580000,17.5,1199.0,88.7,110.0,0,1,0,0,1,0,0,1,1
3766,2012,110000,5.0,411000,23.59,1364.0,67.04,170.0,1,0,0,0,0,1,0,1,1
3440,2008,100000,5.0,210000,19.61,1405.0,70.0,135.4,1,0,0,0,1,0,0,1,1
3851,2014,15000,7.0,450000,20.77,1248.0,88.76,200.0,1,0,0,0,1,0,0,2,1
4132,2012,120000,7.0,320000,11.68,2498.0,112.0,260.0,1,0,0,0,1,0,0,1,1
7357,2014,77215,5.0,495000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
6806,2018,35000,7.0,900000,24.52,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
7450,2017,50000,5.0,655000,22.0,1498.0,108.495,250.0,1,0,0,0,1,0,0,1,2
2143,2015,60000,5.0,822000,19.67,1582.0,126.2,259.9,1,0,0,0,1,0,0,1,1
7494,2015,80000,8.0,690000,21.04,1461.0,83.8,200.0,1,0,0,0,1,0,0,1,1
5073,2011,70000,5.0,165000,18.0,995.0,62.0,90.3,0,1,0,0,1,0,0,1,1
1571,2017,11688,5.0,850000,17.8,1497.0,117.3,145.0,0,1,0,0,0,0,1,1,1
4079,2016,35000,5.0,500000,26.59,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
1122,2018,38817,5.0,740000,27.39,1248.0,74.0,190.0,1,0,0,0,0,1,0,1,1
2786,2015,120000,5.0,229999,19.1,1405.0,70.0,135.4,1,0,0,0,1,0,0,2,1
6335,2016,36000,5.0,620000,20.85,1197.0,83.14,115.0,0,1,0,0,1,0,0,1,1
2967,2016,60000,5.0,459999,20.85,1197.0,83.14,115.0,0,1,0,0,1,0,0,1,1
2504,2012,70000,5.0,200000,20.92,998.0,67.1,90.0,0,1,0,0,1,0,0,2,1
5988,2012,50000,5.0,200000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,2,1
3465,2015,52269,7.0,1100000,15.4,2179.0,120.0,280.0,1,0,0,0,1,0,0,1,1
675,2016,80000,5.0,350000,19.1,1197.0,82.0,114.0,0,1,0,0,1,0,0,2,1
2808,2011,60000,5.0,120000,18.6,1199.0,79.4,108.0,0,1,0,0,1,0,0,1,1
7164,2010,60000,5.0,200000,23.03,1396.0,69.0,140.0,1,0,0,0,1,0,0,1,1
3348,2011,72000,5.0,300000,17.6,1496.0,88.7,132.0,0,1,0,0,0,1,0,1,1
728,2011,25000,5.0,350000,16.95,1498.0,97.7,134.0,0,1,0,0,1,0,0,2,1
412,2015,110000,7.0,503000,14.1,2179.0,147.94,320.0,1,0,0,0,1,0,0,1,1
3146,2015,100000,5.0,500000,26.0,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
1516,2018,10000,5.0,625000,21.4,1197.0,83.1,115.0,0,1,0,0,1,0,0,1,1
5745,2011,90000,5.0,125000,18.6,1199.0,79.4,108.0,0,1,0,0,1,0,0,2,1
825,2012,156060,5.0,280000,23.2,1248.0,73.94,190.0,1,0,0,0,1,0,0,1,1
3267,2017,23000,5.0,515000,21.4,1197.0,83.1,115.0,0,1,0,0,1,0,0,1,1
3974,2009,77000,5.0,150000,17.92,1086.0,62.1,96.1,0,1,0,0,1,0,0,1,1
616,2017,40000,8.0,220000,16.8,796.0,34.2,59.0,0,1,0,0,1,0,0,1,1
114,2009,100000,5.0,300000,14.53,1798.0,138.1,173.0,0,1,0,0,1,0,0,2,1
417,2016,56494,5.0,550000,18.2,1199.0,88.7,110.0,0,1,0,0,0,0,1,1,1
3069,2015,60000,5.0,320000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
1625,2011,60000,5.0,300000,18.06,1198.0,75.0,104.0,0,1,0,0,1,0,0,2,1
7113,2009,120000,5.0,200000,21.1,1248.0,73.9,113.0,1,0,0,0,1,0,0,2,1
6748,2018,90000,5.0,670000,28.4,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,2
8044,2006,70000,5.0,120000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,3,1
4185,2010,80000,5.0,350000,12.5,1794.0,132.0,170.0,0,1,0,0,1,0,0,2,1
2896,2019,20000,5.0,960000,24.0,1396.0,88.76,219.66,1,0,0,0,1,0,0,1,1
7588,2018,116000,5.0,780000,23.59,1364.0,67.05,170.0,1,0,0,0,1,0,0,1,1
2082,2010,110000,5.0,170000,17.0,1405.0,71.0,135.0,1,0,0,0,1,0,0,2,1
753,2013,90000,5.0,300000,25.0,1396.0,69.0,140.0,1,0,0,0,1,0,0,1,1
2546,2012,50000,5.0,275000,20.92,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
7420,2011,175000,5.0,210000,23.57,1396.0,70.0,140.0,1,0,0,0,1,0,0,2,1
3969,2008,120000,5.0,120000,16.8,1493.0,110.0,235.3596,1,0,0,0,1,0,0,2,1
3373,2005,15858,5.0,150000,13.8,1299.0,70.0,104.93115499999999,0,1,0,0,1,0,0,1,1
5726,1997,94000,5.0,125000,15.9,1298.0,85.0,110.0,0,1,0,0,1,0,0,4,2
4107,2015,90000,5.0,800000,25.1,1498.0,98.6,200.0,1,0,0,0,1,0,0,2,1
2444,2013,100000,7.0,430000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,2,1
4380,2017,33000,5.0,1600000,14.7,1798.0,177.5,250.0,0,1,0,0,0,1,0,2,2
1066,2019,43000,8.0,1925000,11.36,2755.0,171.5,360.0,1,0,0,0,0,1,0,1,2
3913,2016,16500,5.0,590000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
5287,2016,15000,5.0,300000,18.6,1199.0,76.8,106.5,0,1,0,0,1,0,0,1,1
5536,2011,125000,5.0,275000,20.54,1598.0,103.6,250.0,1,0,0,0,1,0,0,4,1
5387,2007,110000,8.0,375000,12.7,2609.0,116.6,277.528195,1,0,0,0,1,0,0,4,1
5732,2015,80000,5.0,611000,26.0,1498.0,98.6,200.0,1,0,0,0,1,0,0,2,1
3498,2011,72000,5.0,240000,20.0,1399.0,68.0,160.0,1,0,0,0,1,0,0,1,1
2738,2012,95000,5.0,119000,19.4,1405.0,70.0,135.4,1,0,0,0,1,0,0,2,1
5052,2011,70000,5.0,345000,17.6,1496.0,88.7,132.0,0,1,0,0,1,0,0,1,1
4000,2018,35000,5.0,459999,17.57,1193.0,88.7,140.0,0,1,0,0,1,0,0,1,1
1568,2016,6757,5.0,600000,21.01,1197.0,81.8,113.0,0,1,0,0,0,0,1,1,1
2427,2018,25000,5.0,490000,23.84,1199.0,84.0,114.0,0,1,0,0,1,0,0,1,1
3746,2015,80000,5.0,240000,23.95,998.0,67.05,90.0,0,1,0,0,1,0,0,2,1
6833,2012,90000,7.0,400000,20.77,1248.0,88.76,200.0,1,0,0,0,1,0,0,1,1
7529,2016,80000,5.0,765000,26.0,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
1687,2016,29000,5.0,520000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
851,2011,110000,8.0,400000,12.05,2179.0,120.0,290.0,1,0,0,0,1,0,0,2,1
3546,2006,80000,5.0,150000,13.5,1799.0,130.0,172.0,0,1,0,0,1,0,0,3,1
6303,2008,60000,5.0,200000,19.81,1086.0,68.05,99.04,0,1,0,0,1,0,0,2,1
895,2012,120000,5.0,204999,19.09,1396.0,69.0,135.0,1,0,0,0,1,0,0,2,1
4592,2013,65000,7.0,667000,14.6,2231.0,184.0,424.0,1,0,0,0,1,0,0,1,1
6401,2012,20000,5.0,265000,19.81,1086.0,68.05,99.04,0,1,0,0,1,0,0,3,1
5878,2011,40000,4.0,70000,26.0,624.0,35.0,47.07192,0,1,0,0,1,0,0,1,1
335,2007,80000,5.0,85000,18.2,998.0,67.1,90.0,0,1,0,0,1,0,0,2,1
2839,2013,62000,7.0,700000,13.1,2499.0,141.0,330.0,1,0,0,0,0,1,0,1,1
3087,2013,79328,7.0,750000,12.99,2494.0,100.6,200.0,1,0,0,0,0,0,1,2,1
4611,2014,101200,7.0,350000,15.3,2956.0,83.83,250.0,1,0,0,0,1,0,0,2,1
1348,2017,227000,7.0,700000,17.5,1373.0,91.1,130.0,0,1,0,0,1,0,0,1,1
2816,2017,40000,5.0,635000,26.59,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
1631,2014,175000,5.0,495000,19.01,1461.0,108.45,248.0,1,0,0,0,1,0,0,1,1
2489,2014,88000,5.0,375000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
3730,2014,60000,5.0,220000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,2,1
6905,2015,120000,5.0,360000,24.4,1120.0,71.0,180.4,1,0,0,0,1,0,0,1,1
7390,2017,80000,5.0,700000,28.4,1248.0,74.02,190.0,1,0,0,0,1,0,0,1,2
3251,2018,22000,5.0,3400000,18.0,1969.0,190.0,400.0,1,0,0,0,0,1,0,1,2
7523,2019,10500,5.0,1110000,25.6,1498.0,97.9,200.0,1,0,0,0,1,0,0,1,1
7267,2018,30000,7.0,700000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,1,1
5877,2011,70000,5.0,180000,20.92,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
6665,2014,35000,5.0,310000,20.51,998.0,67.04,90.0,0,1,0,0,1,0,0,2,1
5881,2013,120000,7.0,450000,20.77,1248.0,88.76,200.0,1,0,0,0,1,0,0,2,1
2070,2016,60000,5.0,351000,23.1,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
4452,2014,50000,8.0,650000,14.0,2523.0,75.0,200.0,1,0,0,0,1,0,0,1,1
7924,2019,5000,5.0,540000,20.52,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,2
7421,2011,175000,5.0,210000,23.03,1396.0,69.0,140.0,1,0,0,0,1,0,0,2,1
5408,2012,57000,5.0,434999,17.7,1497.0,113.42,144.15,0,1,0,0,0,1,0,1,1
1635,2011,80000,5.0,200000,20.0,1399.0,68.0,160.0,1,0,0,0,1,0,0,2,1
4646,2011,80000,5.0,350000,19.4,1405.0,70.0,135.4,1,0,0,0,1,0,0,1,1
6484,2014,60000,5.0,300000,24.0,1120.0,70.0,160.0,1,0,0,0,1,0,0,1,1
2479,2007,30000,5.0,65000,14.7,1150.0,76.0,109.83447999999999,0,1,0,0,1,0,0,2,1
6617,2016,60000,5.0,235000,23.01,999.0,67.0,91.0,0,1,0,0,1,0,0,1,1
2265,2013,30000,4.0,95000,25.4,624.0,37.48,51.0,0,1,0,0,1,0,0,1,1
5323,2009,285000,8.0,530000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,3,1
7678,2007,70000,5.0,100000,18.9,1061.0,67.0,84.0,0,1,0,0,1,0,0,2,1
3059,2011,120000,5.0,350000,15.0,1896.0,105.0,250.069575,1,0,0,0,1,0,0,2,1
5053,2020,5000,5.0,600000,20.89,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,2
5869,2014,120000,9.0,700000,12.05,2179.0,120.0,290.0,1,0,0,0,1,0,0,1,1
2141,2016,19000,5.0,329000,20.63,1198.0,67.0,104.0,0,1,0,0,1,0,0,1,1
3118,2018,60000,5.0,539000,22.95,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
5188,2016,40000,5.0,3200000,18.12,1995.0,190.0,400.0,1,0,0,0,1,0,0,1,2
7669,2013,37500,7.0,680000,20.77,1248.0,88.8,200.0,1,0,0,0,1,0,0,2,1
4045,2012,120000,5.0,222000,21.1,814.0,55.2,74.5,0,0,1,0,1,0,0,1,1
3356,2018,14495,5.0,560000,18.78,999.0,75.0,95.0,0,1,0,0,0,1,0,1,1
2744,2017,31000,5.0,620000,25.4,1186.0,73.97,190.25,1,0,0,0,1,0,0,1,1
7253,2011,70000,5.0,165000,25.44,936.0,57.6,150.0,1,0,0,0,1,0,0,2,1
5092,2013,79328,7.0,750000,12.99,2494.0,100.6,200.0,1,0,0,0,0,0,1,2,1
